ICD9,ICD9_Desc,Category,Category_Desc
160.5,Mal neo sphenoid sinus,C31,Malignant neoplasm of accessory sinuses
160.8,Mal neo access sinus NEC,C31,Malignant neoplasm of accessory sinuses
160.9,Mal neo access sinus NOS,C31,Malignant neoplasm of accessory sinuses
161.0,Malignant neo glottis,C32,Malignant neoplasm of larynx
161.1,Malig neo supraglottis,C32,Malignant neoplasm of larynx
161.2,Malig neo subglottis,C32,Malignant neoplasm of larynx
161.3,Mal neo cartilage larynx,C32,Malignant neoplasm of larynx
161.8,Malignant neo larynx NEC,C32,Malignant neoplasm of larynx
161.9,Malignant neo larynx NOS,C32,Malignant neoplasm of larynx
162.0,Malignant neo trachea,C33,Malignant neoplasm of trachea
162.2,Malig neo main bronchus,C34,Malignant neoplasm of bronchus and lung
162.3,Mal neo upper lobe lung,C34,Malignant neoplasm of bronchus and lung
162.4,Mal neo middle lobe lung,C34,Malignant neoplasm of bronchus and lung
162.5,Mal neo lower lobe lung,C34,Malignant neoplasm of bronchus and lung
162.8,Mal neo bronch/lung NEC,C34,Malignant neoplasm of bronchus and lung
162.9,Mal neo bronch/lung NOS,C34,Malignant neoplasm of bronchus and lung
163.0,Mal neo parietal pleura,C38,"Malignant neoplasm of heart, mediastinum and pleura"
163.1,Mal neo visceral pleura,C38,"Malignant neoplasm of heart, mediastinum and pleura"
163.8,Malig neopl pleura NEC,C38,"Malignant neoplasm of heart, mediastinum and pleura"
163.9,Malig neopl pleura NOS,C38,"Malignant neoplasm of heart, mediastinum and pleura"
164.0,Malignant neopl thymus,C37,Malignant neoplasm of thymus
164.1,Malignant neopl heart,C38,"Malignant neoplasm of heart, mediastinum and pleura"
164.2,Mal neo ant mediastinum,C38,"Malignant neoplasm of heart, mediastinum and pleura"
164.3,Mal neo post mediastinum,C38,"Malignant neoplasm of heart, mediastinum and pleura"
164.8,Mal neo mediastinum NEC,C38,"Malignant neoplasm of heart, mediastinum and pleura"
164.9,Mal neo mediastinum NOS,C38,"Malignant neoplasm of heart, mediastinum and pleura"
165.0,Mal neo upper resp NOS,C39,Malig neoplm of sites in the resp sys and intrathorac organs
165.8,Mal neo thorax/resp NEC,C39,Malig neoplm of sites in the resp sys and intrathorac organs
165.9,Mal neo resp system NOS,C39,Malig neoplm of sites in the resp sys and intrathorac organs
170.0,Mal neo skull/face bone,C41,Malignant neoplasm of bone/artic cartl of and unsp sites
170.1,Malignant neo mandible,C41,Malignant neoplasm of bone/artic cartl of and unsp sites
170.2,Malig neo vertebrae,C41,Malignant neoplasm of bone/artic cartl of and unsp sites
170.3,Mal neo ribs/stern/clav,C41,Malignant neoplasm of bone/artic cartl of and unsp sites
170.4,Mal neo long bones arm,C40,Malignant neoplasm of bone and articular cartilage of limbs
170.5,Mal neo bones wrist/hand,C40,Malignant neoplasm of bone and articular cartilage of limbs
170.6,Mal neo pelvic girdle,C41,Malignant neoplasm of bone/artic cartl of and unsp sites
170.7,Mal neo long bones leg,C40,Malignant neoplasm of bone and articular cartilage of limbs
170.8,Mal neo bones ankle/foot,C40,Malignant neoplasm of bone and articular cartilage of limbs
170.9,Malig neopl bone NOS,C41,Malignant neoplasm of bone/artic cartl of and unsp sites
171.0,Mal neo soft tissue head,C49,Malignant neoplasm of other connective and soft tissue
171.2,Mal neo soft tissue arm,C49,Malignant neoplasm of other connective and soft tissue
171.3,Mal neo soft tissue leg,C49,Malignant neoplasm of other connective and soft tissue
171.4,Mal neo soft tis thorax,C49,Malignant neoplasm of other connective and soft tissue
171.5,Mal neo soft tis abdomen,C49,Malignant neoplasm of other connective and soft tissue
171.6,Mal neo soft tis pelvis,C49,Malignant neoplasm of other connective and soft tissue
171.7,Mal neopl trunk NOS,C49,Malignant neoplasm of other connective and soft tissue
171.8,Mal neo soft tissue NEC,C47,Malignant neoplasm of prph nerves and autonomic nervous sys
171.9,Mal neo soft tissue NOS,C49,Malignant neoplasm of other connective and soft tissue
172.0,Malig melanoma lip,C43,Malignant melanoma of skin
172.1,Malig melanoma eyelid,C43,Malignant melanoma of skin
172.2,Malig melanoma ear,C43,Malignant melanoma of skin
172.3,Mal melanom face NEC/NOS,C43,Malignant melanoma of skin
172.4,Mal melanoma scalp/neck,C43,Malignant melanoma of skin
172.5,Malig melanoma trunk,C43,Malignant melanoma of skin
172.6,Malig melanoma arm,C43,Malignant melanoma of skin
172.7,Malig melanoma leg,C43,Malignant melanoma of skin
172.8,Malig melanoma skin NEC,C43,Malignant melanoma of skin
172.9,Malig melanoma skin NOS,C43,Malignant melanoma of skin
173.00,Malig neopl skin lip NOS,C44,Other and unspecified malignant neoplasm of skin
173.01,Basal cell ca skin lip,C44,Other and unspecified malignant neoplasm of skin
173.02,Squamous cell ca skn lip,C44,Other and unspecified malignant neoplasm of skin
173.09,Malig neo skin lip NEC,C44,Other and unspecified malignant neoplasm of skin
173.10,Mal neo eyelid/canth NOS,C44,Other and unspecified malignant neoplasm of skin
173.11,Basal cell ca lid/canth,C44,Other and unspecified malignant neoplasm of skin
173.12,Squam cell ca lid/canth,C44,Other and unspecified malignant neoplasm of skin
173.19,Mal neo eyelid/canth NEC,C44,Other and unspecified malignant neoplasm of skin
173.20,Malig neo skin ear NOS,C44,Other and unspecified malignant neoplasm of skin
173.21,Basal cell ca skin ear,C44,Other and unspecified malignant neoplasm of skin
173.22,Squam cell ca skin ear,C44,Other and unspecified malignant neoplasm of skin
173.29,Neo skin ear/ex canl NEC,C44,Other and unspecified malignant neoplasm of skin
173.30,Mal neo skn face NEC/NOS,C44,Other and unspecified malignant neoplasm of skin
173.31,Bsl cel skn face NEC/NOS,C44,Other and unspecified malignant neoplasm of skin
173.32,Sqm cel skn face NEC/NOS,C44,Other and unspecified malignant neoplasm of skin
173.39,Mal neo skn face NEC/NOS,C44,Other and unspecified malignant neoplasm of skin
173.40,Mal neo sclp/skn nck NOS,C44,Other and unspecified malignant neoplasm of skin
173.41,Bsl cell ca scalp/skn nk,C44,Other and unspecified malignant neoplasm of skin
173.42,Sqam cell ca sclp/skn nk,C44,Other and unspecified malignant neoplasm of skin
173.49,Mal neo sclp/skn nck NEC,C44,Other and unspecified malignant neoplasm of skin
173.50,Malig neo skin trunk NOS,C44,Other and unspecified malignant neoplasm of skin
173.51,Basal cell ca skin trunk,C44,Other and unspecified malignant neoplasm of skin
173.52,Squam cell ca skin trunk,C44,Other and unspecified malignant neoplasm of skin
173.59,Malig neo skin trunk NEC,C44,Other and unspecified malignant neoplasm of skin
173.60,Mal neo skin up limb NOS,C44,Other and unspecified malignant neoplasm of skin
173.61,Basal cell ca skn up lmb,C44,Other and unspecified malignant neoplasm of skin
173.62,Squam cell ca skn up lmb,C44,Other and unspecified malignant neoplasm of skin
173.69,Malig neo skn up lmb NEC,C44,Other and unspecified malignant neoplasm of skin
173.70,Mal neo skn low limb NOS,C44,Other and unspecified malignant neoplasm of skin
173.71,Basl cell ca skn low lmb,C44,Other and unspecified malignant neoplasm of skin
173.72,Sqam cell ca skn low lmb,C44,Other and unspecified malignant neoplasm of skin
173.79,Mal neo skin low lmb NEC,C44,Other and unspecified malignant neoplasm of skin
173.80,Mal neo skn site NEC/NOS,C44,Other and unspecified malignant neoplasm of skin
173.81,Bsl cell ca skn site NEC,C44,Other and unspecified malignant neoplasm of skin
173.82,Sqm cell ca skn site NEC,C44,Other and unspecified malignant neoplasm of skin
173.89,Oth mal neo skn site NEC,C44,Other and unspecified malignant neoplasm of skin
173.90,Malig neo skin site NOS,C44,Other and unspecified malignant neoplasm of skin
173.91,Basal cell ca skin NOS,C44,Other and unspecified malignant neoplasm of skin
173.92,Squam cell ca skin NOS,C44,Other and unspecified malignant neoplasm of skin
173.99,Oth mal neo skn site NOS,C44,Other and unspecified malignant neoplasm of skin
174.0,Malig neo nipple,C50,Malignant neoplasm of breast
174.1,Mal neo breast-central,C50,Malignant neoplasm of breast
174.2,Mal neo breast up-inner,C50,Malignant neoplasm of breast
174.3,Mal neo breast low-inner,C50,Malignant neoplasm of breast
174.4,Mal neo breast up-outer,C50,Malignant neoplasm of breast
174.5,Mal neo breast low-outer,C50,Malignant neoplasm of breast
174.6,Mal neo breast-axillary,C50,Malignant neoplasm of breast
174.8,Malign neopl breast NEC,C50,Malignant neoplasm of breast
174.9,Malign neopl breast NOS,C50,Malignant neoplasm of breast
175.0,Mal neo male nipple,C50,Malignant neoplasm of breast
175.9,Mal neo male breast NEC,C50,Malignant neoplasm of breast
176.0,Skin - kaposi's sarcoma,C46,Kaposi's sarcoma
176.1,Sft tisue - kpsi's srcma,C46,Kaposi's sarcoma
176.2,Palate - kpsi's sarcoma,C46,Kaposi's sarcoma
176.3,GI sites - kpsi's srcoma,C46,Kaposi's sarcoma
176.4,Lung - kaposi's sarcoma,C46,Kaposi's sarcoma
176.5,Lym nds - kpsi's sarcoma,C46,Kaposi's sarcoma
176.8,Spf sts - kpsi's sarcoma,C46,Kaposi's sarcoma
176.9,Kaposi's sarcoma NOS,C46,Kaposi's sarcoma
179,Malig neopl uterus NOS,C55,"Malignant neoplasm of uterus, part unspecified"
180.0,Malig neo endocervix,C53,Malignant neoplasm of cervix uteri
180.1,Malig neo exocervix,C53,Malignant neoplasm of cervix uteri
180.8,Malig neo cervix NEC,C53,Malignant neoplasm of cervix uteri
180.9,Mal neo cervix uteri NOS,C53,Malignant neoplasm of cervix uteri
181,Malignant neopl placenta,C58,Malignant neoplasm of placenta
182.0,Malig neo corpus uteri,C54,Malignant neoplasm of corpus uteri
182.1,Mal neo uterine isthmus,C54,Malignant neoplasm of corpus uteri
182.8,Mal neo body uterus NEC,C54,Malignant neoplasm of corpus uteri
183.0,Malign neopl ovary,C56,Malignant neoplasm of ovary
183.2,Mal neo fallopian tube,C57,Malignant neoplasm of other and unsp female genital organs
183.3,Mal neo broad ligament,C57,Malignant neoplasm of other and unsp female genital organs
183.4,Malig neo parametrium,C57,Malignant neoplasm of other and unsp female genital organs
183.5,Mal neo round ligament,C57,Malignant neoplasm of other and unsp female genital organs
183.8,Mal neo adnexa NEC,C57,Malignant neoplasm of other and unsp female genital organs
183.9,Mal neo adnexa NOS,C57,Malignant neoplasm of other and unsp female genital organs
184.0,Malign neopl vagina,C52,Malignant neoplasm of vagina
184.1,Mal neo labia majora,C51,Malignant neoplasm of vulva
184.2,Mal neo labia minora,C51,Malignant neoplasm of vulva
184.3,Malign neopl clitoris,C51,Malignant neoplasm of vulva
184.4,Malign neopl vulva NOS,C51,Malignant neoplasm of vulva
184.8,Mal neo female genit NEC,C57,Malignant neoplasm of other and unsp female genital organs
184.9,Mal neo female genit NOS,C57,Malignant neoplasm of other and unsp female genital organs
185,Malign neopl prostate,C61,Malignant neoplasm of prostate
186.0,Mal neo undescend testis,C62,Malignant neoplasm of testis
186.9,Malig neo testis NEC,C62,Malignant neoplasm of testis
187.1,Malign neopl prepuce,C60,Malignant neoplasm of penis
187.2,Malig neo glans penis,C60,Malignant neoplasm of penis
187.3,Malig neo penis body,C60,Malignant neoplasm of penis
187.4,Malig neo penis NOS,C60,Malignant neoplasm of penis
187.5,Malig neo epididymis,C63,Malignant neoplasm of other and unsp male genital organs
187.6,Mal neo spermatic cord,C63,Malignant neoplasm of other and unsp male genital organs
187.7,Malign neopl scrotum,C63,Malignant neoplasm of other and unsp male genital organs
187.8,Mal neo male genital NEC,C60,Malignant neoplasm of penis
187.9,Mal neo male genital NOS,C63,Malignant neoplasm of other and unsp male genital organs
188.0,Mal neo bladder-trigone,C67,Malignant neoplasm of bladder
188.1,Mal neo bladder-dome,C67,Malignant neoplasm of bladder
188.2,Mal neo bladder-lateral,C67,Malignant neoplasm of bladder
188.3,Mal neo bladder-anterior,C67,Malignant neoplasm of bladder
188.4,Mal neo bladder-post,C67,Malignant neoplasm of bladder
188.5,Mal neo bladder neck,C67,Malignant neoplasm of bladder
188.6,Mal neo ureteric orifice,C67,Malignant neoplasm of bladder
188.7,Malig neo urachus,C67,Malignant neoplasm of bladder
188.8,Malig neo bladder NEC,C67,Malignant neoplasm of bladder
188.9,Malig neo bladder NOS,C67,Malignant neoplasm of bladder
189.0,Malig neopl kidney,C64,"Malignant neoplasm of kidney, except renal pelvis"
189.1,Malig neo renal pelvis,C65,Malignant neoplasm of renal pelvis
189.2,Malign neopl ureter,C66,Malignant neoplasm of ureter
189.3,Malign neopl urethra,C68,Malignant neoplasm of other and unspecified urinary organs
189.4,Mal neo paraurethral,C68,Malignant neoplasm of other and unspecified urinary organs
189.8,Mal neo urinary NEC,C68,Malignant neoplasm of other and unspecified urinary organs
189.9,Mal neo urinary NOS,C68,Malignant neoplasm of other and unspecified urinary organs
190.0,Malign neopl eyeball,C69,Malignant neoplasm of eye and adnexa
190.1,Malign neopl orbit,C69,Malignant neoplasm of eye and adnexa
190.2,Mal neo lacrimal gland,C69,Malignant neoplasm of eye and adnexa
190.3,Mal neo conjunctiva,C69,Malignant neoplasm of eye and adnexa
190.4,Malign neopl cornea,C69,Malignant neoplasm of eye and adnexa
190.5,Malign neopl retina,C69,Malignant neoplasm of eye and adnexa
190.6,Malign neopl choroid,C69,Malignant neoplasm of eye and adnexa
190.7,Mal neo lacrimal duct,C69,Malignant neoplasm of eye and adnexa
190.8,Malign neopl eye NEC,C69,Malignant neoplasm of eye and adnexa
190.9,Malign neopl eye NOS,C69,Malignant neoplasm of eye and adnexa
191.0,Malign neopl cerebrum,C71,Malignant neoplasm of brain
191.1,Malig neo frontal lobe,C71,Malignant neoplasm of brain
191.2,Mal neo temporal lobe,C71,Malignant neoplasm of brain
191.3,Mal neo parietal lobe,C71,Malignant neoplasm of brain
191.4,Mal neo occipital lobe,C71,Malignant neoplasm of brain
191.5,Mal neo cereb ventricle,C71,Malignant neoplasm of brain
191.6,Mal neo cerebellum NOS,C71,Malignant neoplasm of brain
191.7,Mal neo brain stem,C71,Malignant neoplasm of brain
191.8,Malig neo brain NEC,C71,Malignant neoplasm of brain
191.9,Malig neo brain NOS,C71,Malignant neoplasm of brain
192.0,Mal neo cranial nerves,C72,"Malig neoplm of spinal cord, cranial nerves and oth prt cnsl"
192.1,Mal neo cerebral mening,C70,Malignant neoplasm of meninges
192.2,Mal neo spinal cord,C72,"Malig neoplm of spinal cord, cranial nerves and oth prt cnsl"
192.3,Mal neo spinal meninges,C70,Malignant neoplasm of meninges
192.8,Mal neo nervous syst NEC,C72,"Malig neoplm of spinal cord, cranial nerves and oth prt cnsl"
192.9,Mal neo nervous syst NOS,C72,"Malig neoplm of spinal cord, cranial nerves and oth prt cnsl"
193,Malign neopl thyroid,C73,Malignant neoplasm of thyroid gland
194.0,Malign neopl adrenal,C74,Malignant neoplasm of adrenal gland
194.1,Malig neo parathyroid,C75,Malignant neoplasm of endo glands and related structures
194.3,Malig neo pituitary,C75,Malignant neoplasm of endo glands and related structures
194.4,Malign neo pineal gland,C75,Malignant neoplasm of endo glands and related structures
194.5,Mal neo carotid body,C75,Malignant neoplasm of endo glands and related structures
194.6,Mal neo paraganglia NEC,C75,Malignant neoplasm of endo glands and related structures
194.8,Mal neo endocrine NEC,C75,Malignant neoplasm of endo glands and related structures
194.9,Mal neo endocrine NOS,C75,Malignant neoplasm of endo glands and related structures
195.0,Mal neo head/face/neck,C76,Malignant neoplasm of other and ill-defined sites
195.1,Malign neopl thorax,C76,Malignant neoplasm of other and ill-defined sites
195.2,Malig neo abdomen,C76,Malignant neoplasm of other and ill-defined sites
195.3,Malign neopl pelvis,C76,Malignant neoplasm of other and ill-defined sites
195.4,Malign neopl arm,C76,Malignant neoplasm of other and ill-defined sites
195.5,Malign neopl leg,C76,Malignant neoplasm of other and ill-defined sites
195.8,Malig neo site NEC,C76,Malignant neoplasm of other and ill-defined sites
196.0,Mal neo lymph-head/neck,C77,Secondary and unspecified malignant neoplasm of lymph nodes
196.1,Mal neo lymph-intrathor,C77,Secondary and unspecified malignant neoplasm of lymph nodes
196.2,Mal neo lymph intra-abd,C77,Secondary and unspecified malignant neoplasm of lymph nodes
196.3,Mal neo lymph-axilla/arm,C77,Secondary and unspecified malignant neoplasm of lymph nodes
196.5,Mal neo lymph-inguin/leg,C77,Secondary and unspecified malignant neoplasm of lymph nodes
196.6,Mal neo lymph-intrapelv,C77,Secondary and unspecified malignant neoplasm of lymph nodes
196.8,Mal neo lymph node-mult,C77,Secondary and unspecified malignant neoplasm of lymph nodes
196.9,Mal neo lymph node NOS,C77,Secondary and unspecified malignant neoplasm of lymph nodes
197.0,Secondary malig neo lung,C78,Secondary malignant neoplasm of resp and digestive organs
197.1,Sec mal neo mediastinum,C78,Secondary malignant neoplasm of resp and digestive organs
197.2,Second malig neo pleura,C78,Secondary malignant neoplasm of resp and digestive organs
197.3,Sec malig neo resp NEC,C78,Secondary malignant neoplasm of resp and digestive organs
197.4,Sec malig neo sm bowel,C78,Secondary malignant neoplasm of resp and digestive organs
197.5,Sec malig neo lg bowel,C78,Secondary malignant neoplasm of resp and digestive organs
197.6,Sec mal neo peritoneum,C78,Secondary malignant neoplasm of resp and digestive organs
197.7,Second malig neo liver,C78,Secondary malignant neoplasm of resp and digestive organs
197.8,Sec mal neo GI NEC,C78,Secondary malignant neoplasm of resp and digestive organs
198.0,Second malig neo kidney,C79,Secondary malignant neoplasm of other and unspecified sites
198.1,Sec malig neo urin NEC,C79,Secondary malignant neoplasm of other and unspecified sites
198.2,Secondary malig neo skin,C79,Secondary malignant neoplasm of other and unspecified sites
198.3,Sec mal neo brain/spine,C79,Secondary malignant neoplasm of other and unspecified sites
198.4,Sec malig neo nerve NEC,C79,Secondary malignant neoplasm of other and unspecified sites
198.5,Secondary malig neo bone,C79,Secondary malignant neoplasm of other and unspecified sites
198.6,Second malig neo ovary,C79,Secondary malignant neoplasm of other and unspecified sites
198.7,Second malig neo adrenal,C79,Secondary malignant neoplasm of other and unspecified sites
198.81,Second malig neo breast,C79,Secondary malignant neoplasm of other and unspecified sites
198.82,Second malig neo genital,C79,Secondary malignant neoplasm of other and unspecified sites
198.89,Secondary malig neo NEC,C79,Secondary malignant neoplasm of other and unspecified sites
199.0,Malig neo disseminated,C80,Malignant neoplasm without specification of site
199.1,Malignant neoplasm NOS,C80,Malignant neoplasm without specification of site
199.2,Malig neopl-transp organ,C80,Malignant neoplasm without specification of site
